Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Naturaleza jurídica;Periodo;Total
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2012T2;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2012T1;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2011T4;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2011T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2011T2;3
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2011T1;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2010T4;5
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2010T3;5
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2010T2;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2010T1;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2009T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2009T3;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2009T2;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2009T1;4
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2008T4;3
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2008T3;4
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2008T2;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2008T1;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2007T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2007T3;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2007T2;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2007T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2006T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2006T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2006T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2006T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2005T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2005T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2005T2;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: S.R.L.;2005T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2020T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2020T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2020T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2020T1;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2019T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2019T3;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2019T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2019T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2018T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2018T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2018T2;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2018T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2017T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2017T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2017T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2017T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2016T4;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2016T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2016T2;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2016T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2015T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2015T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2015T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2015T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2014T4;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2014T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2014T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2014T1;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2013T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2013T3;2
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2013T2;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2013T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2012T4;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2012T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2012T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2012T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2011T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2011T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2011T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2011T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2010T4;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2010T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2010T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2010T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2009T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2009T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2009T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2009T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2008T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2008T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2008T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2008T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2007T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2007T3;1
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2007T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2007T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2006T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2006T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2006T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2006T1;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2005T4;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2005T3;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2005T2;0
Nacional;08 Castilla - La Mancha;16 Cuenca;Empresas: Otras;2005T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2020T4;36
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2020T3;12
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2020T2;8
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2020T1;11
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2019T4;21
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2019T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2019T2;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2019T1;11
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2018T4;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2018T3;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2018T2;10
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2018T1;10
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2017T4;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2017T3;10
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2017T2;8
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2017T1;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2016T4;13
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2016T3;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2016T2;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2016T1;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2015T4;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2015T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2015T2;8
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2015T1;11
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2014T4;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2014T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2014T2;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2014T1;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2013T4;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2013T3;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2013T2;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2013T1;10
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2012T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2012T3;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2012T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2012T1;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2011T4;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2011T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2011T2;11
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2011T1;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2010T4;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2010T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2010T2;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2010T1;11
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2009T4;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2009T3;13
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2009T2;11
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2009T1;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2008T4;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2008T3;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2008T2;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2008T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2007T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2007T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2007T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2007T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2006T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2006T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2006T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2006T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2005T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2005T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2005T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;2005T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2020T4;29
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2020T3;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2020T2;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2020T1;8
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2019T4;15
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2019T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2019T2;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2019T1;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2018T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2018T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2018T2;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2018T1;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2017T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2017T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2017T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2017T1;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2016T4;8
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2016T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2016T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2016T1;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2015T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2015T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2015T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2015T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2014T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2014T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2014T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2014T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2013T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2013T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2013T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2013T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2012T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2012T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2012T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2012T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2011T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2011T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2011T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2011T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2010T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2010T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2010T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2010T1;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2009T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2009T3;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2009T2;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2009T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2008T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2008T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2008T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2008T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2007T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2007T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2007T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2007T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2006T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2006T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2006T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2006T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2005T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2005T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2005T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Personas físicas sin actividad empresarial;2005T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2020T4;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2020T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2020T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2020T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2019T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2019T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2019T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2019T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2018T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2018T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2018T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2018T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2017T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2017T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2017T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2017T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2016T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2016T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2016T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2016T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2015T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2015T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2015T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2015T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2014T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2014T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2014T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2014T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2013T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2013T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2013T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2013T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2012T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2012T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2012T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2012T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2011T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2011T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2011T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2011T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2010T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2010T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2010T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2010T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2009T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2009T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2009T2;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2009T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2008T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2008T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2008T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2008T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2007T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2007T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2007T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2007T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2006T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2006T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2006T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2006T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2005T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2005T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2005T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: personas físicas;2005T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2020T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2020T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2020T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2020T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2019T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2019T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2019T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2019T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2018T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2018T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2018T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2018T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2017T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2017T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2017T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2017T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2016T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2016T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2016T2;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2016T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2015T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2015T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2015T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2015T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2014T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2014T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2014T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2014T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2013T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2013T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2013T2;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2013T1;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2012T4;1
