Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Naturaleza jurídica;Periodo;Total
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2012T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2012T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2012T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2011T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2011T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2011T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2011T1;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2010T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2010T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2010T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2010T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2009T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2009T3;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2009T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2009T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2008T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2008T3;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2008T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2008T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2007T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2007T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2007T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2007T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2006T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2006T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2006T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2006T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2005T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2005T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2005T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.A.;2005T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2020T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2020T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2020T2;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2020T1;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2019T4;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2019T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2019T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2019T1;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2018T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2018T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2018T2;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2018T1;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2017T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2017T3;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2017T2;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2017T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2016T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2016T3;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2016T2;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2016T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2015T4;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2015T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2015T2;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2015T1;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2014T4;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2014T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2014T2;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2014T1;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2013T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2013T3;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2013T2;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2013T1;6
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2012T4;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2012T3;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2012T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2012T1;5
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2011T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2011T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2011T2;9
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2011T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2010T4;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2010T3;3
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2010T2;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2010T1;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2009T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2009T3;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2009T2;4
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2009T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2008T4;7
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2008T3;2
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2008T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2008T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2007T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2007T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2007T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2007T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2006T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2006T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2006T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2006T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2005T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2005T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2005T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: S.R.L.;2005T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2020T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2020T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2020T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2020T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2019T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2019T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2019T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2019T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2018T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2018T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2018T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2018T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2017T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2017T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2017T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2017T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2016T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2016T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2016T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2016T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2015T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2015T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2015T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2015T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2014T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2014T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2014T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2014T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2013T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2013T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2013T2;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2013T1;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2012T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2012T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2012T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2012T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2011T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2011T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2011T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2011T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2010T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2010T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2010T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2010T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2009T4;1
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2009T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2009T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2009T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2008T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2008T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2008T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2008T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2007T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2007T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2007T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2007T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2006T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2006T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2006T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2006T1;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2005T4;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2005T3;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2005T2;0
Nacional;08 Castilla - La Mancha;19 Guadalajara;Empresas: Otras;2005T1;0
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2020T4;11
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2020T3;17
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2020T2;5
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2020T1;19
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2019T4;20
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2019T3;9
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2019T2;14
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2019T1;11
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2018T4;20
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2018T3;6
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2018T2;21
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2018T1;17
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2017T4;12
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2017T3;12
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2017T2;14
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2017T1;23
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2016T4;13
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2016T3;10
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2016T2;11
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2016T1;7
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2015T4;33
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2015T3;5
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2015T2;13
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2015T1;18
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2014T4;20
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2014T3;8
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2014T2;19
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2014T1;16
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2013T4;37
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2013T3;6
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2013T2;59
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2013T1;52
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2012T4;53
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2012T3;25
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2012T2;43
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2012T1;44
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2011T4;31
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2011T3;41
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2011T2;30
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2011T1;35
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2010T4;29
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2010T3;18
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2010T2;7
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2010T1;23
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2009T4;29
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2009T3;22
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2009T2;17
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2009T1;15
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2008T4;23
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2008T3;21
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2008T2;19
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2008T1;3
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2007T4;4
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2007T3;2
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2007T2;2
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2007T1;1
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2006T4;2
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2006T3;0
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2006T2;3
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2006T1;0
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2005T4;2
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2005T3;9
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2005T2;3
Nacional;08 Castilla - La Mancha;45 Toledo;Total;2005T1;1
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2020T4;6
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2020T3;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2020T2;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2020T1;7
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2019T4;7
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2019T3;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2019T2;6
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2019T1;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2018T4;6
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2018T3;1
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2018T2;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2018T1;7
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2017T4;1
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2017T3;6
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2017T2;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2017T1;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2016T4;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2016T3;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2016T2;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2016T1;1
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2015T4;11
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2015T3;0
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2015T2;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2015T1;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2014T4;6
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2014T3;1
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2014T2;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2014T1;0
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2013T4;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2013T3;0
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2013T2;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2013T1;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2012T4;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2012T3;3
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2012T2;10
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2012T1;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2011T4;4
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2011T3;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2011T2;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2011T1;8
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2010T4;10
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2010T3;7
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2010T2;1
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2010T1;5
Nacional;08 Castilla - La Mancha;45 Toledo;Personas físicas sin actividad empresarial;2009T4;1
